Tên,Địa chỉ,Số điện thoại,Link
Q Boutique Hotel Nha Trang,"Địa chỉ: Số 47 Ng. Lê Minh Hải TT2, Trần Nhật Duật, nối dài, Nha Trang, Khánh Hòa 57128",Số điện thoại: 0984 193 838,https://www.google.com/maps/place/Q+Boutique+Hotel+Nha+Trang/data=!4m10!3m9!1s0x31705d93b1ed599f:0x226a9f27cd493f75!5m2!4m1!1i2!8m2!3d12.2343123!4d109.1857137!16s%2Fg%2F11kqsrdq9t!19sChIJn1ntsZNdcDERdT9JzSefaiI?authuser=0&hl=vi&rclk=1
Nhà Nghỉ An Bình homestay,"Địa chỉ: 456 Đinh Tiên Hoàng, Cam Hải Tây, Cam Lâm, Khánh Hòa",Số điện thoại: 0942 063 317,https://www.google.com/maps/place/Nh%C3%A0+Ngh%E1%BB%89+An+B%C3%ACnh+homestay/data=!4m10!3m9!1s0x3170f5004485e9ab:0x366e9292d3a0876f!5m2!4m1!1i2!8m2!3d12.076656!4d109.1709979!16s%2Fg%2F11vsrv9tnw!19sChIJq-mFRAD1cDERb4eg05KSbjY?authuser=0&hl=vi&rclk=1
Hào Phát Hotel,"Địa chỉ: 54 Đường Nguyễn Thị Định, Vĩnh Hoà, Nha Trang, Khánh Hòa",Số điện thoại: 0328 950 011,https://www.google.com/maps/place/H%C3%A0o+Ph%C3%A1t+Hotel/data=!4m10!3m9!1s0x317067f7a3aba289:0xe702563bb07938aa!5m2!4m1!1i2!8m2!3d12.2189868!4d109.1954742!16s%2Fg%2F11sz2hr_mk!19sChIJiaKro_dncDERqjh5sDtWAuc?authuser=0&hl=vi&rclk=1
BN BOUTIQUE NHA TRANG BEACH,"Địa chỉ: 17/15 Nguyễn Thị Minh Khai, Lộc Thọ, Nha Trang, Khánh Hòa 65000",Số điện thoại: 0258 3552 222,https://www.google.com/maps/place/BN+BOUTIQUE+NHA+TRANG+BEACH/data=!4m10!3m9!1s0x3170677b9bcd8c85:0xee85ca8f28b36594!5m2!4m1!1i2!8m2!3d12.2380508!4d109.1945425!16s%2Fg%2F11csqw0bgz!19sChIJhYzNm3tncDERlGWzKI_Khe4?authuser=0&hl=vi&rclk=1
SUN CITY HOTEL,"Địa chỉ: 18 Tôn Đản, Lộc Thọ, Nha Trang, Khánh Hòa 650000",Số điện thoại: 0258 6253 366,https://www.google.com/maps/place/SUN+CITY+HOTEL/data=!4m10!3m9!1s0x3170677ba7d4fbfb:0x2bb75051801691cd!5m2!4m1!1i2!8m2!3d12.2376766!4d109.1960525!16s%2Fg%2F12hvfvxw5!19sChIJ-_vUp3tncDERzZEWgFFQtys?authuser=0&hl=vi&rclk=1
Diamond Bay Condotel Resort,"Địa chỉ: Phước Hạ, Nha Trang, Khánh Hòa",Số điện thoại: 0258 3545 888,https://www.google.com/maps/place/Diamond+Bay+Condotel+Resort/data=!4m10!3m9!1s0x31706085eda31f93:0x225bd77c9693e574!5m2!4m1!1i2!8m2!3d12.1670076!4d109.1957975!16s%2Fg%2F11bxdyfrbf!19sChIJkx-j7YVgcDERdOWTlnzXWyI?authuser=0&hl=vi&rclk=1
Sea Pearl Hotel,"Địa chỉ: 98A Trần Phú, Lộc Thọ, Nha Trang, Khánh Hòa",Số điện thoại: 0258 3888 989,https://www.google.com/maps/place/Sea+Pearl+Hotel/data=!4m10!3m9!1s0x3170676629dc36f3:0x4b0cf870b462b149!5m2!4m1!1i2!8m2!3d12.2269282!4d109.1999652!16s%2Fg%2F11g2yy37wm!19sChIJ8zbcKWZncDERSbFitHD4DEs?authuser=0&hl=vi&rclk=1
StarLight Hotel,"Địa chỉ: 34 Nguyễn Thiện Thuật, Tân Tiến, Nha Trang, Khánh Hòa 57000",Số điện thoại: 0985 773 776,https://www.google.com/maps/place/StarLight+Hotel/data=!4m10!3m9!1s0x317067a8e71c12bf:0xcab3a9da34db4dca!5m2!4m1!1i2!8m2!3d12.2358316!4d109.1941871!16s%2Fg%2F11t7499p28!19sChIJvxIc56hncDERyk3bNNqps8o?authuser=0&hl=vi&rclk=1
The Summer Hotel,"Địa chỉ: 34 C-D, Nguyễn Thiện Thuật, Tân Tiến, Nha Trang, Khánh Hòa 650000",Số điện thoại: 0901 464 334,https://www.google.com/maps/place/The+Summer+Hotel/data=!4m10!3m9!1s0x3170677b57706583:0x5231dfd49904a440!5m2!4m1!1i2!8m2!3d12.2365128!4d109.1940129!16s%2Fg%2F1ts1pqdc!19sChIJg2VwV3tncDERQKQEmdTfMVI?authuser=0&hl=vi&rclk=1
Best Western Premier Marvella Nha Trang Hotel,"Địa chỉ: 102b Trần Phú, Lộc Thọ, Nha Trang, Khánh Hòa 650000",Số điện thoại: 0258 7306 666,https://www.google.com/maps/place/Best+Western+Premier+Marvella+Nha+Trang+Hotel/data=!4m10!3m9!1s0x317067edeab4e39b:0x92abe0c665c2ba85!5m2!4m1!1i2!8m2!3d12.2249298!4d109.2008651!16s%2Fg%2F11rptk62dw!19sChIJm-O06u1ncDERhbrCZcbgq5I?authuser=0&hl=vi&rclk=1
Smile Hotel Nha Trang (3-star),"Địa chỉ: 45/1 Hùng Vương, Lộc Thọ, Ward, Khánh Hòa 650000",Số điện thoại: 0258 3521 155,https://www.google.com/maps/place/Smile+Hotel+Nha+Trang+%283-star%29/data=!4m10!3m9!1s0x3170677b3fdd431b:0x7d1121e730f9041b!5m2!4m1!1i2!8m2!3d12.2368477!4d109.1955279!16s%2Fg%2F11f287lpxj!19sChIJG0PdP3tncDERGwT5MOchEX0?authuser=0&hl=vi&rclk=1
CCT Luxury Hotel,"Địa chỉ: 86A Trần Phú, Lộc Thọ, Nha Trang, Khánh Hòa 650000",Số điện thoại: 0782 164 076,https://www.google.com/maps/place/CCT+Luxury+Hotel/data=!4m10!3m9!1s0x317067fdc60e1193:0xb335318a3504eb4a!5m2!4m1!1i2!8m2!3d12.2311319!4d109.1977823!16s%2Fg%2F11fmqcdgxt!19sChIJkxEOxv1ncDERSusENYoxNbM?authuser=0&hl=vi&rclk=1
Golden Beach Nha Trang,"Địa chỉ: 109 Nguyễn Thiện Thuật, Lộc Thọ, Nha Trang, Khánh Hòa 650000",Số điện thoại: 0258 3522 333,https://www.google.com/maps/place/Golden+Beach+Nha+Trang/data=!4m10!3m9!1s0x3170676497516b45:0x19c3d1e4b759a7de!5m2!4m1!1i2!8m2!3d12.2332972!4d109.1950169!16s%2Fg%2F1pycr7t_b!19sChIJRWtRl2RncDER3qdZt-TRwxk?authuser=0&hl=vi&rclk=1
Khách Sạn Thanh Hoa,"Địa chỉ: 100 Đường Nguyễn Thị Định, Vĩnh Hoà, Nha Trang, Khánh Hòa",Số điện thoại: 0777 454 910,https://www.google.com/maps/place/Kh%C3%A1ch+S%E1%BA%A1n+Thanh+Hoa/data=!4m10!3m9!1s0x3170675c044c8d3d:0xe7e299930e4c0ef2!5m2!4m1!1i2!8m2!3d12.2195473!4d109.1946129!16s%2Fg%2F11btrqylxx!19sChIJPY1MBFxncDER8g5MDpOZ4uc?authuser=0&hl=vi&rclk=1
Khách Sạn LegendSea Nha Trang,"Địa chỉ: 11 Biệt Thự, Lộc Thọ, Nha Trang, Khánh Hòa 650000",Số điện thoại: 0258 3529 666,https://www.google.com/maps/place/Kh%C3%A1ch+S%E1%BA%A1n+LegendSea+Nha+Trang/data=!4m10!3m9!1s0x3170677b4a3aa3b7:0xc982e3b5ca780536!5m2!4m1!1i2!8m2!3d12.2357217!4d109.1954028!16s%2Fg%2F11b7vvy1_h!19sChIJt6M6SntncDERNgV4yrXjgsk?authuser=0&hl=vi&rclk=1
Rubynhatrang Hotel,"Địa chỉ: 283-285 Điện Biên Phủ, Vĩnh Hải, Nha Trang, Khánh Hòa 57111",Số điện thoại: 0989 448 292,https://www.google.com/maps/place/Rubynhatrang+Hotel/data=!4m10!3m9!1s0x317067e26c1e3b09:0x2645a36d9d220d0b!5m2!4m1!1i2!8m2!3d12.2878817!4d109.1945807!16s%2Fg%2F11l6686936!19sChIJCTsebOJncDERCw0inW2jRSY?authuser=0&hl=vi&rclk=1
Ha Trang Hotel and Apartment,"Địa chỉ: 26 Đ. Pasteur, Vạn Thạnh, Nha Trang, Khánh Hòa 650000",Số điện thoại: 0827 172 979,https://www.google.com/maps/place/Ha+Trang+Hotel+and+Apartment/data=!4m10!3m9!1s0x317067b2c7c9933b:0xcf7d41f4dacbf06f!5m2!4m1!1i2!8m2!3d12.2496889!4d109.1947486!16s%2Fg%2F11kk02lylb!19sChIJO5PJx7JncDERb_DL2vRBfc8?authuser=0&hl=vi&rclk=1
Thanh Nhi Homestay,"Địa chỉ: Thôn Nước Ngọt, Cam Lộc, Cam Ranh, Khánh Hòa 650000",Số điện thoại: 0926 909 279,https://www.google.com/maps/place/Thanh+Nhi+Homestay/data=!4m10!3m9!1s0x3170eb367c54e297:0xcac6691d644e7b5c!5m2!4m1!1i2!8m2!3d11.8204819!4d109.1470262!16s%2Fg%2F11h0xg_2m7!19sChIJl-JUfDbrcDERXHtOZB1pxso?authuser=0&hl=vi&rclk=1
Trần Long Cù Hin Hotel,"Địa chỉ: Unnamed, Road, Cam Lâm, Khánh Hòa",Số điện thoại: 0357 222 422,https://www.google.com/maps/place/Tr%E1%BA%A7n+Long+C%C3%B9+Hin+Hotel/data=!4m10!3m9!1s0x31706189dd39cd3d:0x4555dad9598105f0!5m2!4m1!1i2!8m2!3d12.1177052!4d109.1919517!16s%2Fg%2F11q2s34s0r!19sChIJPc053YlhcDER8AWBWdnaVUU?authuser=0&hl=vi&rclk=1
Art Deluxe Hotel,"Địa chỉ: 98A/7.1 Trần Phú, Lộc Thọ, Nha Trang, Khánh Hòa 650000",Số điện thoại: 0943 789 728,https://www.google.com/maps/place/Art+Deluxe+Hotel/data=!4m10!3m9!1s0x3170670002d61863:0x2965536103806f48!5m2!4m1!1i2!8m2!3d12.2270508!4d109.1994423!16s%2Fg%2F11ybjfjstt!19sChIJYxjWAgBncDERSG-AA2FTZSk?authuser=0&hl=vi&rclk=1
Diamond Bay Resort & Spa,"Địa chỉ: Nguyễn Tất Thành, Phước Hạ, Nha Trang, Khánh Hòa 650000",Số điện thoại: 0258 3711 711,https://www.google.com/maps/place/Diamond+Bay+Resort+%26+Spa/data=!4m10!3m9!1s0x31705e0e2c53fbf1:0x7c33b682f02db021!5m2!4m1!1i2!8m2!3d12.1636769!4d109.2003776!16s%2Fg%2F1tpc5gbn!19sChIJ8ftTLA5ecDERIbAt8IK2M3w?authuser=0&hl=vi&rclk=1
DaNacity,"Địa chỉ: 252 Dã Tượng, Vĩnh Nguyên, Nha Trang, Khánh Hòa",,https://www.google.com/maps/place/DaNacity/data=!4m10!3m9!1s0x3170678c5ba63551:0x316edd36b1efcbc8!5m2!4m1!1i2!8m2!3d12.2170067!4d109.1986197!16s%2Fg%2F11s60jljww!19sChIJUTWmW4xncDERyMvvsTbdbjE?authuser=0&hl=vi&rclk=1
Chiic House Nha Trang Hotel,"Địa chỉ: 31/4C+31/5C, Biệt Thự, Tân Tiến, Nha Trang, Khánh Hòa 650000",Số điện thoại: 0982 225 244,https://www.google.com/maps/place/Chiic+House+Nha+Trang+Hotel/data=!4m10!3m9!1s0x31706771398026cd:0x934a91e06cf998ab!5m2!4m1!1i2!8m2!3d12.2349804!4d109.1935386!16s%2Fg%2F11ltrg7h36!19sChIJzSaAOXFncDERq5j5bOCRSpM?authuser=0&hl=vi&rclk=1
Peony Hotel,"Địa chỉ: 352 Phạm Văn Đồng, Cam Linh, Nha-Trang, Khánh Hòa 650000",Số điện thoại: 0906 531 799,https://www.google.com/maps/place/Peony+Hotel/data=!4m10!3m9!1s0x3170ed0601beb8b7:0x6bd9fecc3a383652!5m2!4m1!1i2!8m2!3d11.9113581!4d109.1461896!16s%2Fg%2F11fktzk7h_!19sChIJt7i-AQbtcDERUjY4Osz-2Ws?authuser=0&hl=vi&rclk=1
LiLy Apartment,"Địa chỉ: 62 Đường Phong Châu, Phước Hải, Nha Trang, Khánh Hòa 57106",Số điện thoại: 0258 2465 239,https://www.google.com/maps/place/LiLy+Apartment/data=!4m10!3m9!1s0x31705d167adcce31:0xc7db38d03e91a4bf!5m2!4m1!1i2!8m2!3d12.2361594!4d109.1792025!16s%2Fg%2F11fd71rtvp!19sChIJMc7cehZdcDERv6SRPtA428c?authuser=0&hl=vi&rclk=1
Full House Hotel,"Địa chỉ: 03 Đ. Ngô Sĩ Liên, Vạn Thạnh, Nha Trang, Khánh Hòa 650000",Số điện thoại: 0258 3563 507,https://www.google.com/maps/place/Full+House+Hotel/data=!4m10!3m9!1s0x3170675216a628c9:0x3588e48b1e9248f8!5m2!4m1!1i2!8m2!3d12.2488491!4d109.1894144!16s%2Fg%2F11crzjv2c7!19sChIJySimFlJncDER-EiSHovkiDU?authuser=0&hl=vi&rclk=1
Vinh Quang Hotel,"Địa chỉ: 19 Tuệ Tĩnh, Lộc Thọ, Nha Trang, Khánh Hòa 650000",Số điện thoại: 0982 455 457,https://www.google.com/maps/place/Vinh+Quang+Hotel/data=!4m10!3m9!1s0x317067d91ea1faa7:0x46a5f3ded68b98d9!5m2!4m1!1i2!8m2!3d12.2315165!4d109.1972328!16s%2Fg%2F11kq28qh9v!19sChIJp_qhHtlncDER2ZiL1t7zpUY?authuser=0&hl=vi&rclk=1
Diamond Bay Hotel,"Địa chỉ: 20 Trần Phú, Lộc Thọ, Nha Trang, Khánh Hòa 65000",Số điện thoại: 0258 3819 777,https://www.google.com/maps/place/Diamond+Bay+Hotel/data=!4m10!3m9!1s0x317067826a9e6e03:0xb96be3491438de7c!5m2!4m1!1i2!8m2!3d12.2482593!4d109.1961644!16s%2Fg%2F11b637tcj5!19sChIJA26eaoJncDERfN44FEnja7k?authuser=0&hl=vi&rclk=1
Rex Nha Trang Hotel,"Địa chỉ: 14 Đ. Trịnh Phong, Tân Tiến, Nha Trang, Khánh Hòa 650000",Số điện thoại: 0258 3513 613,https://www.google.com/maps/place/Rex+Nha+Trang+Hotel/data=!4m10!3m9!1s0x31705d80b992327f:0xcd02a538d4a3b131!5m2!4m1!1i2!8m2!3d12.2419623!4d109.1869778!16s%2Fg%2F11f120y8lp!19sChIJfzKSuYBdcDERMbGj1DilAs0?authuser=0&hl=vi&rclk=1
Grand Tourane Nha Trang Hotel,"Địa chỉ: 23 Hùng Vương, P, Nha Trang, Khánh Hòa 650000",Số điện thoại: 0258 3839 879,https://www.google.com/maps/place/Grand+Tourane+Nha+Trang+Hotel/data=!4m10!3m9!1s0x3170677db3ba9139:0xb7686cb9ec735639!5m2!4m1!1i2!8m2!3d12.2364134!4d109.1955779!16s%2Fg%2F11k3pz545q!19sChIJOZG6s31ncDEROVZz7LlsaLc?authuser=0&hl=vi&rclk=1
Khách sạn Trần Viễn Đông,"Địa chỉ: 15 Đ. Trần Hưng Đạo, Lộc Thọ, Nha Trang, Khánh Hòa 650000",Số điện thoại: 0258 3523 606,https://www.google.com/maps/place/Kh%C3%A1ch+s%E1%BA%A1n+Tr%E1%BA%A7n+Vi%E1%BB%85n+%C4%90%C3%B4ng/data=!4m10!3m9!1s0x317067793ac7795f:0x4bf17e897acf996f!5m2!4m1!1i2!8m2!3d12.2425544!4d109.1948929!16s%2Fg%2F1td_w24c!19sChIJX3nHOnlncDERb5nPeol-8Us?authuser=0&hl=vi&rclk=1
NAVADA BEACH HOTEL,"Địa chỉ: 09-10 Phạm Văn Đồng, Vĩnh Hải, Nha Trang, Khánh Hòa 650000",Số điện thoại: 0258 3900 666,https://www.google.com/maps/place/NAVADA+BEACH+HOTEL/data=!4m10!3m9!1s0x31706741c0dd0f95:0x97a6e0f66f524ed8!5m2!4m1!1i2!8m2!3d12.27597!4d109.201937!16s%2Fg%2F11fn3qw1w1!19sChIJlQ_dwEFncDER2E5Sb_bgppc?authuser=0&hl=vi&rclk=1
Sochi Hotel Nha Trang,"Địa chỉ: 98A/5 Trần Phú, Lộc Thọ, Nha Trang, Khánh Hòa 650000",Số điện thoại: 0932 823 386,https://www.google.com/maps/place/Sochi+Hotel+Nha+Trang/data=!4m10!3m9!1s0x317067663057facf:0xfab2a8d02e83c613!5m2!4m1!1i2!8m2!3d12.2271091!4d109.1993125!16s%2Fg%2F11f3_r3qhy!19sChIJz_pXMGZncDERE8aDLtCosvo?authuser=0&hl=vi&rclk=1
Nhà nghỉ Minh Đức,"Địa chỉ: Phước Lộc, Nha Trang, Khánh Hòa",Số điện thoại: 0987 087 016,https://www.google.com/maps/place/Nh%C3%A0+ngh%E1%BB%89+Minh+%C4%90%E1%BB%A9c/data=!4m10!3m9!1s0x31705fdc73429425:0xf7ce5ce7714755e1!5m2!4m1!1i2!8m2!3d12.1871515!4d109.1702139!16s%2Fg%2F11h8bj525q!19sChIJJZRCc9xfcDER4VVHcedczvc?authuser=0&hl=vi&rclk=1
Hà Nhung Hotel,"Địa chỉ: 106 Đ. Hoàng Hoa Thám, Lộc Thọ, Nha Trang, Khánh Hòa 650000",Số điện thoại: 0258 3527 039,https://www.google.com/maps/place/H%C3%A0+Nhung+Hotel/data=!4m10!3m9!1s0x317067349162e811:0x35bf63878546e154!5m2!4m1!1i2!8m2!3d12.2450894!4d109.1938377!16s%2Fg%2F11rzwdw7k1!19sChIJEehikTRncDERVOFGhYdjvzU?authuser=0&hl=vi&rclk=1
Oliver hotel,"Địa chỉ: 96a3 Trần Phú, Lộc Thọ, Nha Trang, Khánh Hòa 650000",Số điện thoại: 0258 3524 049,https://www.google.com/maps/place/Oliver+hotel/data=!4m10!3m9!1s0x31706726e17c9a41:0x2e2bab9f1665cb06!5m2!4m1!1i2!8m2!3d12.2286245!4d109.1991707!16s%2Fg%2F11sw40yb9l!19sChIJQZp84SZncDERBstlFp-rKy4?authuser=0&hl=vi&rclk=1
Khách sạn Virgo,"Địa chỉ: 39-41 Nguyễn Thị Minh Khai, Tân Tiến, Nha Trang, Khánh Hòa 650000",Số điện thoại: 0258 3907 777,https://www.google.com/maps/place/Kh%C3%A1ch+s%E1%BA%A1n+Virgo/data=!4m10!3m9!1s0x31706784979d85ad:0x4fc365632d9f9e39!5m2!4m1!1i2!8m2!3d12.2381434!4d109.1929615!16s%2Fg%2F11spr7rp0t!19sChIJrYWdl4RncDEROZ6fLWNlw08?authuser=0&hl=vi&rclk=1
Khách Sạn Blue Sea 1 - 3 Nha Trang,"Địa chỉ: 5 Đ. Phạm Ngọc Thạch, Vĩnh Hải, Nha Trang, Khánh Hòa 650000",Số điện thoại: 0912 432 825,https://www.google.com/maps/place/Kh%C3%A1ch+S%E1%BA%A1n+Blue+Sea+1+-+3+Nha+Trang/data=!4m10!3m9!1s0x317067e50fdb451b:0xae2df7c97a2acdc3!5m2!4m1!1i2!8m2!3d12.2807623!4d109.2020771!16s%2Fg%2F1tflphgt!19sChIJG0XbD-VncDERw80qesn3La4?authuser=0&hl=vi&rclk=1
Dendro Hotel,"Địa chỉ: 92 Trần Phú, Lộc Thọ, Nha Trang, Khánh Hòa 650000",Số điện thoại: 0258 3525 757,https://www.google.com/maps/place/Dendro+Hotel/data=!4m10!3m9!1s0x317067ebc904de2f:0xe7aaa8da64ab81ba!5m2!4m1!1i2!8m2!3d12.2290678!4d109.198935!16s%2Fg%2F11c2j_snv5!19sChIJL94EyetncDERuoGrZNqoquc?authuser=0&hl=vi&rclk=1
Mega Light Hotel,"Địa chỉ: 9 Đ. Bắc Sơn, Vĩnh Hải, Nha Trang, Khánh Hòa 650000",Số điện thoại: 0258 6264 666,https://www.google.com/maps/place/Mega+Light+Hotel/data=!4m10!3m9!1s0x31705da0b7acda33:0xfbfd8f94a253b543!5m2!4m1!1i2!8m2!3d12.2787076!4d109.1983797!16s%2Fg%2F11h3x5z0d0!19sChIJM9qst6BdcDERQ7VTopSP_fs?authuser=0&hl=vi&rclk=1
Khách sạn Golden Rain 2,"Địa chỉ: 73/4 Trần Quang Khải, Lộc Thọ, Nha Trang, Khánh Hòa 650000",Số điện thoại: 0258 6261 166,https://www.google.com/maps/place/Kh%C3%A1ch+s%E1%BA%A1n+Golden+Rain+2/data=!4m10!3m9!1s0x317067648b151e01:0x4700498438d41d3c!5m2!4m1!1i2!8m2!3d12.2329164!4d109.1954685!16s%2Fg%2F11b6gdj5z0!19sChIJAR4Vi2RncDERPB3UOIRJAEc?authuser=0&hl=vi&rclk=1
Khách sạn Nắng Biển (Sunny Sea Hotel),"Địa chỉ: 64B/9 Trần Phú, Lộc Thọ, Nha Trang, Khánh Hòa 650000",Số điện thoại: 0258 3522 286,https://www.google.com/maps/place/Kh%C3%A1ch+s%E1%BA%A1n+N%E1%BA%AFng+Bi%E1%BB%83n+%28Sunny+Sea+Hotel%29/data=!4m10!3m9!1s0x31706764d50f6b07:0x229153cdb7b43e83!5m2!4m1!1i2!8m2!3d12.2352613!4d109.1964684!16s%2Fg%2F1jgm2bgjb!19sChIJB2sP1WRncDERgz60t81TkSI?authuser=0&hl=vi&rclk=1
Gold Coast Hotel Nha Trang,"Địa chỉ: 17a Bửu Đóa, Phước Trung, Nha Trang, Khánh Hòa",Số điện thoại: 0777 777 729,https://www.google.com/maps/place/Gold+Coast+Hotel+Nha+Trang/data=!4m10!3m9!1s0x3170675ceef2310d:0x7b7c359da6c1f568!5m2!4m1!1i2!8m2!3d12.2166624!4d109.1911005!16s%2Fg%2F11fk3scysw!19sChIJDTHy7lxncDERaPXBpp01fHs?authuser=0&hl=vi&rclk=1
ARISE SEASIDE HOTEL,"Địa chỉ: Đ. Bắc Sơn, Vĩnh Hải, Nha Trang, Khánh Hòa 650000",Số điện thoại: 0258 3542 279,https://www.google.com/maps/place/ARISE+SEASIDE+HOTEL/data=!4m10!3m9!1s0x317067ef9208037b:0x5c71030490073b11!5m2!4m1!1i2!8m2!3d12.2778753!4d109.2017154!16s%2Fg%2F11fk93zfjl!19sChIJewMIku9ncDERETsHkAQDcVw?authuser=0&hl=vi&rclk=1
Khách sạn HOA MAI,"Địa chỉ: 3A Nguyễn Tất Thành, Phước Đồng, Nha Trang, Khánh Hòa",Số điện thoại: 0935 924 552,https://www.google.com/maps/place/Kh%C3%A1ch+s%E1%BA%A1n+HOA+MAI/data=!4m10!3m9!1s0x31705f1361b9f4ff:0x7727e17b1137bfa0!5m2!4m1!1i2!8m2!3d12.2010749!4d109.1793065!16s%2Fg%2F11hfbm4_tc!19sChIJ__S5YRNfcDERoL83EXvhJ3c?authuser=0&hl=vi&rclk=1
Palm Beach Hotel,"Địa chỉ: 4B Biệt Thự, Lộc Thọ, Nha Trang, Khánh Hòa 650000",Số điện thoại: 0258 3524 333,https://www.google.com/maps/place/Palm+Beach+Hotel/data=!4m10!3m9!1s0x3170677b3038494d:0xed9c3f5335f0640f!5m2!4m1!1i2!8m2!3d12.2358656!4d109.1959721!16s%2Fg%2F1pp2t_gfr!19sChIJTUk4MHtncDERD2TwNVM_nO0?authuser=0&hl=vi&rclk=1
Khách sạn Phú Quý,"Địa chỉ: 01 Tuệ Tĩnh, Lộc Thọ, Nha Trang, Khánh Hòa 650000",Số điện thoại: 0258 3525 050,https://www.google.com/maps/place/Kh%C3%A1ch+s%E1%BA%A1n+Ph%C3%BA+Qu%C3%BD/data=!4m10!3m9!1s0x31706765a4c86fa3:0xaf9938747ef7bb5f!5m2!4m1!1i2!8m2!3d12.2316868!4d109.197679!16s%2Fg%2F1hhm0gkjp!19sChIJo2_IpGVncDERX7v3fnQ4ma8?authuser=0&hl=vi&rclk=1
Nhà Nghỉ Thu Bông,"Địa chỉ: Hẻm Đinh Tiên Hoàng, Tân Hải, Cam Lâm, Khánh Hòa 57000",Số điện thoại: 0888 999 138,https://www.google.com/maps/place/Nh%C3%A0+Ngh%E1%BB%89+Thu+B%C3%B4ng/data=!4m10!3m9!1s0x3170f59d5b698081:0x6c5cfd8ebe4a78f6!5m2!4m1!1i2!8m2!3d12.076721!4d109.170212!16s%2Fg%2F11h76lkjzz!19sChIJgYBpW531cDER9nhKvo79XGw?authuser=0&hl=vi&rclk=1
Khách Sạn CHÈ YẾN NHA TRANG,"Địa chỉ: 188 Nguyễn Thị Minh Khai, Phước Hoà, Nha Trang, Khánh Hòa 650000",Số điện thoại: 0914 040 590,https://www.google.com/maps/place/Kh%C3%A1ch+S%E1%BA%A1n+CH%C3%88+Y%E1%BA%BEN+NHA+TRANG/data=!4m10!3m9!1s0x317067d76db3a161:0x142b1b5d71b5dfcf!5m2!4m1!1i2!8m2!3d12.237206!4d109.1881734!16s%2Fg%2F11kpfq3h8b!19sChIJYaGzbddncDERz9-1cV0bKxQ?authuser=0&hl=vi&rclk=1
Senkotel Nha Trang Hotel,"Địa chỉ: 64 Trần Phú, Lộc Thọ, Nha Trang, Khánh Hòa 650000",Số điện thoại: 0979 591 811,https://www.google.com/maps/place/Senkotel+Nha+Trang+Hotel/data=!4m10!3m9!1s0x3170677b2bf16529:0x694e817c98885b94!5m2!4m1!1i2!8m2!3d12.2349685!4d109.1965596!16s%2Fg%2F11bzzy8dt5!19sChIJKWXxK3tncDERlFuImHyBTmk?authuser=0&hl=vi&rclk=1
TITAN HOTEL (Golden Lotus Central Hotel),"Địa chỉ: 64 Trần Phú, Lộc Thọ, Nha Trang, Khánh Hòa 650000",Số điện thoại: 0258 3522 163,https://www.google.com/maps/place/TITAN+HOTEL+%28Golden+Lotus+Central+Hotel%29/data=!4m10!3m9!1s0x317067b0274899c7:0x731a0a9d1f04c655!5m2!4m1!1i2!8m2!3d12.2349961!4d109.1966247!16s%2Fg%2F11fn7h9_xm!19sChIJx5lIJ7BncDERVcYEH50KGnM?authuser=0&hl=vi&rclk=1
Moonlight Nha Trang Hotel,"Địa chỉ: 142 Nguyễn Thiện Thuật, Lộc Thọ, Nha Trang, Khánh Hòa 650000",Số điện thoại: 0258 3906 688,https://www.google.com/maps/place/Moonlight+Nha+Trang+Hotel/data=!4m10!3m9!1s0x3170671cd4798813:0x57f26ad1d33a619c!5m2!4m1!1i2!8m2!3d12.2346373!4d109.1944668!16s%2Fg%2F11sc3y7hgj!19sChIJE4h51BxncDERnGE609Fq8lc?authuser=0&hl=vi&rclk=1
Apus Hotel,"Địa chỉ: 95 95/9 Hùng Vương, Lộc Thọ, Nha Trang, Khánh Hòa 650000",Số điện thoại: 0258 3591 616,https://www.google.com/maps/place/Apus+Hotel/data=!4m10!3m9!1s0x31706764cfb361a9:0x1987d5d78be50a2c!5m2!4m1!1i2!8m2!3d12.2345292!4d109.196203!16s%2Fg%2F11b638tfzc!19sChIJqWGzz2RncDERLArli9fVhxk?authuser=0&hl=vi&rclk=1
HOTEL APOLLO VACATION,"Địa chỉ: Đinh Tiên Hoàng, Cam Hải Tây, Cam Lâm, Khánh Hòa 57000",Số điện thoại: 0258 3985 555,https://www.google.com/maps/place/HOTEL+APOLLO+VACATION/data=!4m10!3m9!1s0x3170f5e3c9b9ffd3:0xaded67054d8e73cb!5m2!4m1!1i2!8m2!3d12.0759452!4d109.1723688!16s%2Fg%2F11p3g1tl7p!19sChIJ0_-5yeP1cDERy3OOTQVn7a0?authuser=0&hl=vi&rclk=1
Khách Sạn Central,"Địa chỉ: 28 Hùng Vương, P, Nha Trang, Khánh Hòa 650000",Số điện thoại: 0258 3728 999,https://www.google.com/maps/place/Kh%C3%A1ch+S%E1%BA%A1n+Central/data=!4m10!3m9!1s0x3170677bec171f97:0x4b5fc86d5e4d3de7!5m2!4m1!1i2!8m2!3d12.2405975!4d109.1948181!16s%2Fg%2F11btv6c04z!19sChIJlx8X7HtncDER5z1NXm3IX0s?authuser=0&hl=vi&rclk=1
